"rid","pid","elevation.min","WS_ID","ws_mi60_mean","ws_accum_precip_mean","ws_10.min.storm.accum_mean","ws_30.min.storm.accum_mean","ws_60.min.storm.accum_mean","ws_sbs_mean","ws_dnbr.BAER_mean","ws_dnbr.extended_mean","ws_flow.accum_max","ws_slope_mean","ws_aspect.northness_mean","ws_aspect.eastness_mean","ws_slope.northness_mean","ws_slope.eastness_mean","ws_bare.earth_mean","ws_ndvi.max_mean","ws_ndvi.mean_mean","ws_ndvi.min_mean","ws_ndvi.range_mean","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_elevation.min","ch_watershed","ch_valley_width","ch_area","ch_channel_width","ch_channel.width.over.valley.width","ch_ch_area","ch_elevation.mean","ch_slope.median","ch_flow.accumulation.max","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.resolution","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_slope.over.width.central.diff","ch_stream.power.central.diff","ch_lidar.erosion.mean","ch_lidar.erosion.count","ch_lidar.erosion.sum","ch_lidar.deposition.mean","ch_lidar.deposition.count","ch_lidar.deposition.sum","ch_lidar.net.change","ch_lidar.net.change.norm","ch_lidar.resolution","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_mi60.mean","hs_accum.precip.mean","hs_storm.accum.10.min","hs_storm.accum.30.min","hs_storm.accum.60.min","hs_slope.median","hs_northness.median","hs_eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max","hs_ndvi.mean","hs_ndvi.min","hs_ndvi.range","hs_dnbr.BAER.median","hs_extended.dnbr.median","hs_drainage_density","ch_sfm.net.change.count","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom","bootstrap_rep"
43,1000001,0.93047767768366,48,-0.383334159851074,-4.01664225260419,0,0,0,1.63842209267417,1.72561894204812,3.07468937950182,-0.782799188364977,0.916648415962747,1.55361242512755,-1.79913731365886,0.916648415962747,0.916648415962747,-2.63686244257219,2.04464491782676,1.95093511053766,-1.71241437363683,2.76820774305938,0.114285714285714,-0.313615023474178,-0.535483870967743,0,0.93047767768366,0,-0.665971970970609,-4.58251834130206,-4.45091541075852,0.69740163228492,-3.97166872644626,0.94150174028582,1.10433665505293,-0.786413484104971,-1.34719105561207,0.054865545600992,0.0799701818409082,2323.0000000001,0.815089084853611,0.0656992794333283,1713.0000000001,0.719737506180647,1.53482659093426,0.0249643261900884,-7.77642989338655,0.533666285466632,1.09314487041949,1.33321387748957,-0.18153237712714,1.55089388124331,-0.296195630643886,-0.168805337478451,-5.85478475547073,-1.71734567305329,0.00974565914826605,966.0000000001,0.376572265725159,0.00974565914826605,966.0000000001,0.376572265725159,0.769021389186469,0.760341428316219,1e-10,-0.917647063561018,-0.505253911854655,-0.241365854537862,-0.335490842292939,2.28461919841603,-16713059926016.5,2.55493258224822e-15,2.67564635050905e-15,-2.71923922029255e-15,0.776518547545503,0.850531663500323,-0.306063680451065,2.81833630031629,-4.34950819798083,0.964480714950684,1.09555128045123,0.0343902725859257,1.25101151095326,-0.387645110056582,-0.127159171713416,-0.442688161591608,2323.0000000001,0.0132576213011794,0.011706704788909,0.752922272237421,0.816385048510711,3895.83822454808,0.0312500660060792,35,2,"SNETWORK (2 43 3895.83822454808 0.752922272237421 1000001 35)",1
43,1000002,0.700767286820816,44,-0.383334159851074,-4.01664225260419,0,0,0,1.13683200574613,1.24803412946079,1.79763831155372,-0.655345956877212,1.34367240268763,1.68199484512967,-0.821045208417699,1.34367240268763,1.34367240268763,-1.50283349862423,1.05576925857118,1.48924483734396,-1.28902665470676,1.72477977550937,0.114285714285714,-0.313615023474178,-0.535483870967743,0,0.700767286820816,0,-0.719416891607584,0.14116544306467,0.141361157720741,1.15407704218031,0.142192382716715,0.718769284600749,0.903661212569814,-0.642239385534457,-0.395087945266208,0.0720672297320333,0.0799701818409082,3463.0000000001,1.59604997255974,0.0609804689328809,3425.0000000001,1.33569561700074,2.93174558946048,0.0348925786211679,-1.56268817193875,1.93962916017508,1.05586966677609,0.610415206625036,-0.801865358038303,0.854737807086134,-0.796298876749411,-0.241831350881148,-1.06106814996439,-0.475814326582968,0.00156635089850158,1585.0000000001,0.099306640725042,0.00156635089850158,1585.0000000001,0.099306640725042,0.496099110148222,0.487048841532394,1e-10,-0.966672024919231,-0.996351726118505,0.0857813484025268,-0.642649521854233,0,-0.5,0,2.67564635050905e-15,0,0.953825231721833,0.702523121211834,0.393129370059295,3.4123656972666,0.341512819839332,0.701079432409494,0.717415794273584,0.116181507748762,0.917465805361179,-0.480360215843625,0.188568345583552,1.29329200231938,3463.0000000001,0.0189956110754847,0.0158969674456832,0.686698402236782,3.76319416775368,3799.23952759222,0.0312500660060792,32,2,"SNETWORK (2 43 3799.23952759222 0.686698402236782 1000002 32)",1
43,1000003,0.57790506228896,41,0,0,0,0,0,0.458652725501924,0.396422902328328,-0.0327035976813748,-0.434544492804648,0.484177156354593,0.540859780063192,1.5860670945804,0.484177156354593,0.484177156354593,-0.645245378837129,0.024357822420935,0.287205604685138,-0.421810776874821,0.387675189759764,0.114285714285714,-0.313615023474178,-0.535483870967743,0,0.57790506228896,0,-0.622280632405754,-0.132082609365043,-0.132049066259282,0.927879142289499,-0.131863286699153,0.579979790037783,0.0596376714251459,-0.43479581822061,-0.371305761716526,0.0537287445448728,0.0799701818409082,2603.0000000001,0.894410782288088,0.0888426347035258,2060.0000000001,1.17042830330055,2.06483908548864,0.0250221669821755,0.121813851599384,-0.16417342320197,0.0631316475521477,0.614207373193077,0.376168179967096,0.11661374092115,0.373631518624328,-0.391381345313116,0.397458240121966,0.249778384734981,0.0145468671000731,1709.0000000001,0.99442382822542,0.0145468671000731,1709.0000000001,0.99442382822542,0.0172613681278242,0.173445962948398,1e-10,1.18270300163098,0.767415660066509,-0.0800842890736765,0.911746717812956,3.03082186006855,141195132252558,2.55493258224822e-15,2.67564635050905e-15,0,-0.166724139434334,0.645743019764773,0.612235988297859,-0.280538046677343,-0.511838758281401,-0.496050028937965,-0.443722448527756,-0.362972259524852,-0.373196549322311,-0.0809229430430473,-0.949289688183483,0.662382094016594,2603.0000000001,0.0108386634152245,0.014183503466951,0.639098816424597,0.44880538713187,3729.80749402107,0.0312500660060792,30,2,"SNETWORK (2 43 3729.80749402107 0.639098816424597 1000003 30)",1
43,1000004,0.364373313986708,35,0,0,0,0,0,0.33925043858867,0.345090630441946,-0.228309706477857,-0.159802976108472,0.483134230097728,0.895205158280256,-0.0056385266819028,0.483134230097728,0.483134230097728,-0.0108826704872852,-1.48659950850332,-1.47551964531024,-0.960716693099386,-0.513462354194287,-0.885714285714286,0.686384976525822,0.464516129032257,-0.0980392156862747,0.364373313986708,0,-0.622540905933528,-0.612467045126877,-0.610526917238442,0.893159699790062,-0.601985100816093,0.370689551333831,1.2855749194562,-0.159771282270109,-0.23879058100622,0.0496368884775045,0.0799701818409082,2354.0000000001,0.747252150090883,0.0793199914426553,4268.0000000001,2.16502659174034,2.91227874173122,0.0364287854217643,-0.464222469135876,0.1616417109219,0.235628523614694,1.19199006275772,0.731195061450468,1.21294893701154,0.750739807866824,0.971902684183635,0.658137638497949,0.980355485738659,0.0285756075653769,1751.0000000001,2.00143554697585,0.0285756075653769,1751.0000000001,2.00143554697585,0.594794706315101,0.165481497801624,1e-10,1.38521063705516,0.892606745326724,-0.328464574961542,1.28813009887082,2.27714995508138,-16658418911206.5,5.10986516449645e-15,5.3512927010181e-15,2.71923922029255e-15,0.135724395665176,1.16675233224604,-1.3883479720889,-0.273358697670591,-0.0486662464877268,-0.517693143648399,-0.504933421117527,-0.907721768877228,-0.254605990590217,0.252888171787455,-0.480941269377829,0.747149914347014,4268.0000000001,0.00934714378953897,0.0270816415322253,0.54712440445575,1.95035598995513,3595.64728336914,0.0312500660060792,24,2,"SNETWORK (2 43 3595.64728336914 0.54712440445575 1000004 24)",1
43,1000005,0.811154016885808,46,-0.383334159851074,-4.01664225260419,0,0,0,1.19626586513602,1.30480731824154,1.75517251008908,-0.659043556498948,1.29058178095273,1.70622603355364,-0.842657178430288,1.29058178095273,1.29058178095273,-1.52061572825022,0.803953209204972,1.28583634512436,-1.37275492042875,1.57104142852479,0.114285714285714,-0.313615023474178,-0.535483870967743,0,0.811154016885808,0,-0.815747846247368,-2.64490781209762,-2.60280179382825,1.15411627815646,-2.4357984821228,0.830709230822763,0.934353303504832,-0.6618476637508,-1.56324962721211,0.096507319138436,0.0799701818409082,3959.0000000001,2.44344134890649,0.063592460598116,2133.0000000001,0.867466376701063,3.31090772550755,0.0473688217685515,-3.0772975159558,3.05540861489936,0.852876782308399,1.5830211250982,0.372502541888039,1.19420317430872,0.413741051228459,-0.0274092563913369,0.847815458938805,0.401567981834434,0.0367195857891809,1227.0000000001,1.80219726572576,0.0367195857891809,1227.0000000001,1.80219726572576,1.58663448139085,1.41201821142291,1e-10,-0.330800054461382,-0.0856703853959549,0.0839850231925136,-0.0717056567075477,2,-13894087769168,5.10986516449645e-15,5.3512927010181e-15,2.71923922029255e-15,0.246222756749623,0.592245162347738,0.687144299761495,1.01414093457202,-0.380074351032575,0.692603548410792,0.778207130183609,0.485325304396182,0.809702233400078,-0.658652716555396,-0.167651217883025,0.0556257213587536,3959.0000000001,0.0349580680310057,0.0124107536375458,0.720699623247614,2.54780927141303,3848.83604988128,0.0312500660060792,33,2,"SNETWORK (2 43 3848.83604988128 0.720699623247614 1000005 33)",1
43,1000006,0.262240489561733,32,0,0,0,0,0,0.273389653346837,0.303703379330799,-0.0715624088051881,-0.110196632701136,0.173849896012164,0.583802069749502,0.320503419715356,0.173849896012164,0.173849896012164,0.0257801524882156,-1.70999224778719,-1.68765368171847,-0.664421136515423,-0.866476455602258,-0.885714285714286,0.686384976525822,0.464516129032257,-0.0980392156862747,0.262240489561733,0,0.757591997363566,-0.165439227666243,-0.165363944972191,-0.438006867073419,-0.164985260987591,0.256242518713909,-0.3640594665921,-0.111747386387881,-0.438920592030013,0.0691205072879117,0.0799701818409082,2952.0000000001,1.3049066230773,0.0722326687547962,4218.0000000001,1.94848201594016,3.25338863891746,0.0395121665317777,-0.435786034824897,-0.38681960099632,0.940647223226497,-0.849562986376803,-2.10420788725231,-0.408053894426865,-2.13003988522628,-0.373803000235461,-1.77198666100486,-1.84566302009283,0.0683783362754442,1970.0000000001,5.38821289072728,0.0683783362754442,1970.0000000001,5.38821289072728,2.53715226642465,1.12709582077159,1e-10,0.580761835833677,0.478600757683188,0.168629263569751,0.15792101139986,2.18040487496596,101124933206651,0,0,0,-1.01663117474832,-0.058824440018188,0.65707988408071,-0.344914013400902,-1.01071942761501,-0.61981924770371,-0.565121780427659,0.093605134384676,-0.640625670042094,0.455900468011486,0.610917356356622,0.579184026202331,4218.0000000001,0.015847995240971,0.0236641711908067,0.502085196288196,0.0627331109717488,3529.94999293795,0.0312500660060792,22,2,"SNETWORK (2 43 3529.94999293795 0.502085196288196 1000006 22)",1
43,1000007,-0.384934015124876,16,0,0,-0.969898012391661,-1.00036116796162,-0.993921440693166,-0.605643101604576,-0.799051838680673,-0.818111919543827,0.17137881006686,-1.0947780861805,-0.783630806958715,1.16324049570575,-1.0947780861805,-1.0947780861805,0.157346604380336,0.997735159575524,0.53328736030058,1.03202276365605,0.321280399016987,-0.885714285714286,0.686384976525822,0.464516129032257,-0.0980392156862747,-0.384934015124876,0,0.394784793800821,3.5798865348488,3.65502464001165,-0.143638848675552,4.04294198122692,-0.388664152031874,-0.685317198684421,0.206774482611479,0.607831130268705,0.816602208970828,0.0799701818409082,599.0000000001,3.12819299188581,1.0606885758873,1100.0000000001,7.46168210296871,10.5898750947545,0.100477418349946,1.643864484131,2.9951846231743,0.559083197649445,-0.780180064474251,-1.46549664073603,-1.18801285367543,-1.13241142238975,-0.902699227021861,-0.923729677096317,-1.13111381606584,0.00142097483144531,384.0000000001,0.0218261719750092,0.00142097483144531,384.0000000001,0.0218261719750092,0.540535091307456,0.490561055715413,1e-10,0.853258471125395,0.257141978635606,0.072507205952292,-0.00159057755686423,0,0,-0.593319506459129,-0.599372018646738,-0.596373119486636,-0.394043890444917,-0.342304284688485,0.750591652925285,0.112909765976306,0.272825826001539,0.27333081986519,0.260616454564994,0.596205743564803,0.28388954514574,-2.95876820475764,-1.15877357404421,0.0971556377610568,1100.0000000001,0.0296804969645836,0.0707969212853626,0.25087461855194,0.749518238939345,3163.51694590194,0.0312500660060792,12,2,"SNETWORK (2 43 3163.51694590194 0.25087461855194 1000007 12)",1
43,1000008,-0.159095471324473,22,0,0,-0.969898012391661,-1.00036116796162,-0.993921440693166,-0.0670687550183405,-0.0559349461156028,0.1635192648006,0.0795136993174578,-0.829769119335487,-0.22488495251464,0.798807843339137,-0.829769119335487,-0.829769119335487,0.0228672855252961,-0.24625263173318,-0.472484146369716,0.374074551924915,-0.295390423557245,-0.885714285714286,0.686384976525822,0.464516129032257,-0.0980392156862747,-0.159095471324473,0,0,-1.27419616576894,-1.26496580624465,0,-1.22592691908632,-0.161194725630992,-0.501980700242326,0.0872575208022189,0.61683780410789,0.871191988264161,0.0799701818409082,1048.0000000001,5.83890381969947,0.509776652464824,759.0000000001,2.47444544343421,8.31334926303368,0.108634810945476,0.0323791847591241,0.255583289803402,-0.525767468478536,-0.755096117992992,-0.245196081161582,-0.518832703797019,-0.282072304922128,-0.245350799383203,-0.233831228719973,-0.380234778660012,0.030262134793287,216.0000000001,0.26146484385011,0.030262134793287,216.0000000001,0.26146484385011,0.403099429388319,0.206227165020841,1e-10,-0.417143042300028,-0.0846901174699662,-1.17095943952715,-0.258827597385056,0,0,-0.0812646891638059,-0.0820936784625368,-0.0816829297518027,-0.395798930792292,-0.483229720558576,0.943018188990107,0.123302801169091,0.140742908130786,0.526450808987886,0.602916996645525,0.849466605324737,0.51655852770789,0.0327498596907726,0.867120680297198,-0.486457690192364,1048.0000000001,0.0762999594898859,0.0323348513555896,0.344679818222653,0.247996450652853,3300.34766956378,0.0312500660060792,15,2,"SNETWORK (2 43 3300.34766956378 0.344679818222653 1000008 15)",1
43,1000009,0.93047767768366,48,-0.383334159851074,-4.01664225260419,0,0,0,1.63842209267417,1.72561894204812,3.07468937950182,-0.782799188364977,0.916648415962747,1.55361242512755,-1.79913731365886,0.916648415962747,0.916648415962747,-2.63686244257219,2.04464491782676,1.95093511053766,-1.71241437363683,2.76820774305938,0.114285714285714,-0.313615023474178,-0.535483870967743,0,0.93047767768366,0,-0.665971970970609,-4.58251834130206,-4.45091541075852,0.69740163228492,-3.97166872644626,0.94150174028582,1.10433665505293,-0.786413484104971,-1.34719105561207,0.054865545600992,0.0799701818409082,2323.0000000001,0.815089084853611,0.0656992794333283,1713.0000000001,0.719737506180647,1.53482659093426,0.0249643261900884,-7.77642989338655,0.533666285466632,1.09314487041949,1.33321387748957,-0.18153237712714,1.55089388124331,-0.296195630643886,-0.168805337478451,-5.85478475547073,-1.71734567305329,0.00974565914826605,966.0000000001,0.376572265725159,0.00974565914826605,966.0000000001,0.376572265725159,0.769021389186469,0.760341428316219,1e-10,-0.917647063561018,-0.505253911854655,-0.241365854537862,-0.335490842292939,2.28461919841603,-16713059926016.5,2.55493258224822e-15,2.67564635050905e-15,-2.71923922029255e-15,0.776518547545503,0.850531663500323,-0.306063680451065,2.81833630031629,-4.34950819798083,0.964480714950684,1.09555128045123,0.0343902725859257,1.25101151095326,-0.387645110056582,-0.127159171713416,-0.442688161591608,2323.0000000001,0.0132576213011794,0.011706704788909,0.752922272237421,0.816385048510711,3895.83822454808,0.0312500660060792,35,2,"SNETWORK (2 43 3895.83822454808 0.752922272237421 1000009 35)",1
43,1000010,-0.384934015124876,16,0,0,-0.969898012391661,-1.00036116796162,-0.993921440693166,-0.605643101604576,-0.799051838680673,-0.818111919543827,0.17137881006686,-1.0947780861805,-0.783630806958715,1.16324049570575,-1.0947780861805,-1.0947780861805,0.157346604380336,0.997735159575524,0.53328736030058,1.03202276365605,0.321280399016987,-0.885714285714286,0.686384976525822,0.464516129032257,-0.0980392156862747,-0.384934015124876,0,0.394784793800821,3.5798865348488,3.65502464001165,-0.143638848675552,4.04294198122692,-0.388664152031874,-0.685317198684421,0.206774482611479,0.607831130268705,0.816602208970828,0.0799701818409082,599.0000000001,3.12819299188581,1.0606885758873,1100.0000000001,7.46168210296871,10.5898750947545,0.100477418349946,1.643864484131,2.9951846231743,0.559083197649445,-0.780180064474251,-1.46549664073603,-1.18801285367543,-1.13241142238975,-0.902699227021861,-0.923729677096317,-1.13111381606584,0.00142097483144531,384.0000000001,0.0218261719750092,0.00142097483144531,384.0000000001,0.0218261719750092,0.540535091307456,0.490561055715413,1e-10,0.853258471125395,0.257141978635606,0.072507205952292,-0.00159057755686423,0,0,-0.593319506459129,-0.599372018646738,-0.596373119486636,-0.394043890444917,-0.342304284688485,0.750591652925285,0.112909765976306,0.272825826001539,0.27333081986519,0.260616454564994,0.596205743564803,0.28388954514574,-2.95876820475764,-1.15877357404421,0.0971556377610568,1100.0000000001,0.0296804969645836,0.0707969212853626,0.25087461855194,0.749518238939345,3163.51694590194,0.0312500660060792,12,2,"SNETWORK (2 43 3163.51694590194 0.25087461855194 1000010 12)",1
